,Veg area (km2),Not veg area (km2),Veg perimeter (km),Not veg perimeter (km),Veg n features,Not veg n features,Not veg n features / riparian area,Not veg perimeter / veg perimeter
sample2,17.602861676158994,0.41740933129102714,603.0771995460157,84.92318534624937,128,1025,56.880387624372574,0.1408164417593267
